ds,volume,vix,interest_rate,cpi,y,cap,prophet_forecast,residual,lgb_correction,final_forecast
2017-11-06,28693900.0,9.399999618530273,1.16,247.284,6313.61,26515.992,6242.204869767576,71.40513023242329,71.40317730896037,6313.608047076536
2017-11-07,21333100.0,9.890000343322754,1.16,247.284,6320.78,26515.992,6222.2016226911055,98.57837730889423,98.57716969934542,6320.778792390451
2017-11-08,17373500.0,9.779999732971191,1.16,247.284,6345.81,26515.992,6231.3951193658,114.41488063420002,114.39775990411204,6345.792879269912
2017-11-09,40594500.0,10.5,1.16,247.284,6312.21,26515.992,6229.393302587745,82.81669741225505,82.81950971579278,6312.212812303538
2017-11-10,20150800.0,11.289999961853027,1.16,247.284,6309.07,26515.992,6157.805196463263,151.2648035367365,154.6354488457506,6312.440645309014
2017-11-11,20150800.0,11.289999961853027,1.16,247.284,6320.296,26515.992,6158.806019429286,161.48998057071458,154.6354488457506,6313.441468275037
2017-11-12,20150800.0,11.289999961853027,1.16,247.284,6320.296,26515.992,6169.136508546274,151.15949145372633,154.6354488457506,6323.771957392025
2017-11-13,12522400.0,11.5,1.16,247.284,6316.18,26515.992,6202.488275820681,113.69172417931895,113.68643532395484,6316.174711144637
2017-11-14,25173800.0,11.59000015258789,1.16,247.284,6293.64,26515.992,6226.335356700092,67.3046432999081,67.31618115651347,6293.6515378566055
2017-11-15,24808000.0,13.130000114440918,1.16,247.284,6258.36,26515.992,6144.570183004422,113.7898169955779,113.79007307669572,6258.360256081118
2017-11-16,34790600.0,11.760000228881836,1.16,247.284,6339.14,26515.992,6247.167794331601,91.97220566839951,91.97146719925105,6339.139261530852
2017-11-17,28725800.0,11.430000305175781,1.16,247.284,6314.51,26515.992,6253.387860673394,61.122139326605975,51.87129773456093,6305.2591584079555
2017-11-18,28725800.0,11.430000305175781,1.16,247.284,6304.366,26515.992,6252.83767404319,51.52832595680957,51.87129773456093,6304.708971777752
2017-11-19,28725800.0,11.430000305175781,1.16,247.284,6304.366,26515.992,6261.4017093735765,42.96429062642346,51.87129773456093,6313.273007108138
2017-11-20,21143900.0,10.649999618530273,1.16,247.284,6308.61,26515.992,6349.452355744534,-40.84235574453396,-40.84551490126088,6308.606840843273
2017-11-21,20147800.0,9.729999542236328,1.16,247.284,6378.63,26515.992,6414.713611247788,-36.08361124778821,-36.0727376123531,6378.640873635435
2017-11-22,17299000.0,9.880000114440918,1.16,247.284,6386.12,26515.992,6407.805580625718,-21.685580625718103,-47.262961809422876,6360.5426188162955
2017-11-23,17299000.0,9.880000114440918,1.16,247.284,6346.9675,26515.992,6419.820297505316,-72.85279750531663,-47.262961809422876,6372.557335695894
2017-11-24,8280600.0,9.670000076293945,1.16,247.284,6409.29,26515.992,6414.397034196631,-5.107034196630593,-31.960202091444685,6382.436832105186
2017-11-25,8280600.0,9.670000076293945,1.16,247.284,6370.6625,26515.992,6412.372455124011,-41.709955124010776,-31.960202091444685,6380.412253032567
2017-11-26,8280600.0,9.670000076293945,1.16,247.284,6370.6625,26515.992,6419.7221293673665,-49.05962936736614,-31.960202091444685,6387.761927275922
2017-11-27,22653400.0,9.869999885559082,1.16,247.284,6405.97,26515.992,6473.908189595458,-67.93818959545752,-67.94157104385054,6405.966618551607
2017-11-28,25227300.0,10.029999732971191,1.16,247.284,6422.56,26515.992,6480.612671462259,-58.05267146225833,-58.05713131469465,6422.555540147564
2017-11-29,71986300.0,10.699999809265137,1.16,247.284,6311.37,26515.992,6495.765979342994,-184.395979342994,-184.39528206131496,6311.370697281679
2017-11-30,56595500.0,11.279999732971191,1.16,247.284,6365.56,26515.992,6458.5161509752015,-92.95615097520113,-92.95600505773476,6365.560145917467
2017-12-01,59015800.0,11.430000305175781,1.3,247.805,6337.87,26515.992,6479.044188431738,-141.174188431738,-122.36510523922843,6356.679083192509
2017-12-02,59015800.0,11.430000305175781,1.3,247.805,6368.666,26515.992,6477.573941868456,-108.90794186845596,-122.36510523922843,6355.208836629227
2017-12-03,59015800.0,11.430000305175781,1.3,247.805,6368.666,26515.992,6485.679749842784,-117.01374984278391,-122.36510523922843,6363.314644603555
2017-12-04,51319100.0,11.680000305175781,1.3,247.805,6263.7,26515.992,6514.749709390179,-251.0497093901795,-251.0465981572889,6263.7031112328905
2017-12-05,40604200.0,11.329999923706055,1.3,247.805,6265.11,26515.992,6537.617450874182,-272.5074508741827,-272.5066541953788,6265.110796678804
2017-12-06,28647800.0,11.020000457763672,1.3,247.805,6293.05,26515.992,6548.114818854154,-255.0648188541536,-255.06624762685178,6293.048571227302
2017-12-07,32666200.0,10.15999984741211,1.3,247.805,6316.28,26515.992,6614.3913945011545,-298.1113945011548,-298.1088198884974,6316.282574612657
2017-12-08,28081700.0,9.579999923706055,1.3,247.805,6344.57,26515.992,6635.805471195963,-291.2354711959633,-325.3807089214663,6310.424762274497
2017-12-09,28081700.0,9.579999923706055,1.3,247.805,6296.542,26515.992,6634.845443414269,-338.30344341426826,-325.3807089214663,6309.464734492803
2017-12-10,28081700.0,9.579999923706055,1.3,247.805,6296.542,26515.992,6643.152931586034,-346.610931586034,-325.3807089214663,6317.772222664568
2017-12-11,20821500.0,9.34000015258789,1.3,247.805,6393.89,26515.992,6700.496876574,-306.6068765740001,-306.5970217017359,6393.899854872265
2017-12-12,20310300.0,9.920000076293945,1.3,247.805,6383.65,26515.992,6680.3356758878135,-296.6856758878139,-296.6749084159145,6383.660767471899
2017-12-13,24418500.0,10.180000305175781,1.3,247.805,6394.67,26515.992,6674.035020993343,-279.365020993343,-279.36359899852556,6394.671421994817
2017-12-14,24594700.0,10.489999771118164,1.3,247.805,6389.91,26515.992,6667.830084592644,-277.92008459264434,-277.91855240376753,6389.911532188877
2017-12-15,49816200.0,9.420000076293945,1.3,247.805,6466.32,26515.992,6746.358137991542,-280.0381379915425,-319.7107767365058,6426.647361255036
2017-12-16,49816200.0,9.420000076293945,1.3,247.805,6405.688,26515.992,6742.6986051529175,-337.0106051529174,-319.7107767365058,6422.9878284164115
2017-12-17,49816200.0,9.420000076293945,1.3,247.805,6405.688,26515.992,6747.772844432516,-342.08484443251564,-319.7107767365058,6428.06206769601
2017-12-18,26844500.0,9.529999732971191,1.3,247.805,6513.27,26515.992,6764.89735105831,-251.6273510583096,-148.79166444978782,6616.105686608522
2017-12-19,31415000.0,10.029999732971191,1.3,247.805,6480.67,26515.992,6750.438959831127,-269.7689598311272,-269.77145947011184,6480.667500361015
2017-12-20,38972600.0,9.720000267028809,1.3,247.805,6472.48,26515.992,6775.7189056177485,-303.23890561774897,-303.23259703325374,6472.4863085844945
2017-12-21,18638700.0,9.619999885559082,1.3,247.805,6472.69,26515.992,6766.487675950859,-293.79767595085923,-293.7994388697707,6472.688237081088
2017-12-22,23330400.0,9.899999618530273,1.3,247.805,6465.17,26515.992,6741.1942503380515,-276.0242503380514,-265.2175601854147,6475.976690152636
2017-12-23,23330400.0,9.899999618530273,1.3,247.805,6480.856,26515.992,6732.238632934458,-251.38263293445834,-265.2175601854147,6467.021072749043
2017-12-24,23330400.0,9.899999618530273,1.3,247.805,6480.856,26515.992,6725.597829076971,-244.74182907697104,-265.2175601854147,6460.380268891556
2017-12-25,23330400.0,9.899999618530273,1.3,247.805,6472.7525,26515.992,6761.486485904286,-288.7339859042868,-265.2175601854147,6496.268925718871
2017-12-26,21918700.0,10.25,1.3,247.805,6433.16,26515.992,6737.9035832602995,-304.7435832602996,-304.74138730320084,6433.162195957098
2017-12-27,22388200.0,10.470000267028809,1.3,247.805,6435.15,26515.992,6714.3845736782,-279.2345736781999,-279.2345628206191,6435.15001085758
2017-12-28,25393800.0,10.180000305175781,1.3,247.805,6441.42,26515.992,6729.8629001409545,-288.4429001409544,-288.44239488948944,6441.420505251465
2017-12-29,33186000.0,11.039999961853027,1.3,247.805,6396.42,26515.992,6664.618417145987,-268.19841714598715,-236.01996356521263,6428.598453580775
2017-12-30,33186000.0,11.039999961853027,1.3,247.805,6426.5375,26515.992,6646.259408329866,-219.72190832986598,-236.01996356521263,6410.239444764654
2017-12-31,33186000.0,11.039999961853027,1.3,247.805,6426.5375,26515.992,6637.372474388314,-210.83497438831364,-236.01996356521263,6401.3525108231015
2018-01-01,33186000.0,11.039999961853027,1.3,247.805,6426.5375,26515.992,6671.861795521268,-245.32429552126723,-236.01996356521263,6435.841831956055
2018-01-02,32573300.0,9.770000457763672,1.3,247.805,6511.34,26515.992,6741.1730092324915,-229.83300923249135,-229.83561458453343,6511.337394647958
2018-01-03,29383600.0,9.149999618530273,1.3,247.805,6575.8,26515.992,6762.276423106282,-186.4764231062818,-186.4784497290086,6575.797973377274
2018-01-04,24776100.0,9.220000267028809,1.3,247.805,6584.58,26515.992,6750.673375353403,-166.09337535340273,-166.08521154236547,6584.588163811037
2018-01-05,26992300.0,9.220000267028809,1.3,247.805,6653.29,26515.992,6731.18263162722,-77.89263162722,-148.79166444978782,6582.390967177432
2018-01-06,26992300.0,9.220000267028809,1.3,247.805,6581.2525,26515.992,6716.2986757600975,-135.04617576009787,-148.79166444978782,6567.507011310309
2018-01-07,26992300.0,9.220000267028809,1.3,247.805,6581.2525,26515.992,6711.854297780821,-130.60179778082147,-148.79166444978782,6563.062633331033
2018-01-08,23159100.0,9.520000457763672,1.3,247.805,6676.63,26515.992,6730.544526882683,-53.914526882683276,-53.928512578679324,6676.616014304004
2018-01-09,24782400.0,10.079999923706055,1.3,247.805,6677.94,26515.992,6703.874854654273,-25.934854654273295,-25.942903212621975,6677.931951441651
2018-01-10,34004000.0,9.819999694824219,1.3,247.805,6662.66,26515.992,6724.410385997963,-61.75038599796335,-61.75471476545754,6662.6556712325055
2018-01-11,20473500.0,9.880000114440918,1.3,247.805,6708.49,26515.992,6711.647862284742,-3.1578622847418956,-3.1765043263144523,6708.471357958427
2018-01-12,37762700.0,10.15999984741211,1.3,247.805,6758.54,26515.992,6700.155021181754,58.384978818246054,3.6815905031946508,6703.836611684948
2018-01-13,37762700.0,10.15999984741211,1.3,247.805,6696.852000000001,26515.992,6693.860387848305,2.9916121516953353,3.6815905031946508,6697.5419783515
2018-01-14,37762700.0,10.15999984741211,1.3,247.805,6696.852000000001,26515.992,6698.280825541448,-1.4288255414476225,3.6815905031946508,6701.962416044643
2018-01-15,37762700.0,10.15999984741211,1.3,247.805,6701.9075,26515.992,6747.1263677230545,-45.218867723054245,3.6815905031946508,6750.807958226249
2018-01-16,41231800.0,11.65999984741211,1.3,247.805,6737.14,26515.992,6677.674921817474,59.46507818252667,59.464694623525034,6737.139616440999
2018-01-17,33849900.0,11.90999984741211,1.3,247.805,6810.28,26515.992,6660.465825653388,149.81417434661216,149.8122589053942,6810.278084558782
2018-01-18,26432200.0,12.220000267028809,1.3,247.805,6811.38,26515.992,6648.336276201442,163.04372379855795,163.04593535020607,6811.382211551649
2018-01-19,38937600.0,11.270000457763672,1.3,247.805,6834.33,26515.992,6710.132356483752,124.19764351624781,95.665409209794,6805.797765693546
2018-01-20,38937600.0,11.270000457763672,1.3,247.805,6798.2825,26515.992,6711.297629810588,86.9848701894125,95.665409209794,6806.963039020382
2018-01-21,38937600.0,11.270000457763672,1.3,247.805,6798.2825,26515.992,6722.469669284211,75.81283071578946,95.665409209794,6818.135078494005
2018-01-22,26081400.0,11.029999732971191,1.3,247.805,6906.28,26515.992,6777.468296979005,128.81170302099508,128.81146514891262,6906.279762127917
2018-01-23,37989700.0,11.100000381469727,1.3,247.805,6963.46,26515.992,6803.5826564735435,159.87734352645657,159.87430329672821,6963.456959770272
2018-01-24,54287400.0,11.470000267028809,1.3,247.805,6919.35,26515.992,6808.400086174273,110.94991382572698,110.94697593347875,6919.347062107752
2018-01-25,28925000.0,11.579999923706055,1.3,247.805,6916.3,26515.992,6791.848189627187,124.45181037281327,124.45201576869364,6916.300205395881
2018-01-26,32038200.0,11.079999923706055,1.3,247.805,7022.97,26515.992,6819.975062630735,202.99493736926524,146.55526082752888,6966.530323458264
2018-01-27,32038200.0,11.079999923706055,1.3,247.805,6945.6720000000005,26515.992,6821.91990529228,123.75209470772006,146.55526082752888,6968.47516611981
2018-01-28,32038200.0,11.079999923706055,1.3,247.805,6945.6720000000005,26515.992,6832.755436191751,112.91656380824952,146.55526082752888,6979.31069701928
2018-01-29,37277800.0,13.84000015258789,1.3,247.805,6988.32,26515.992,6733.933530775386,254.3864692246134,254.3884531145488,6988.321983889935
2018-01-30,44987700.0,14.789999961853027,1.3,247.805,6930.73,26515.992,6702.869510938629,227.86048906137057,227.86051073675338,6930.730021675382
2018-01-31,42449200.0,13.539999961853027,1.3,247.805,6949.99,26515.992,6776.9429852968715,173.0470147031283,173.04642576337622,6949.989411060248
2018-02-01,38037900.0,13.470000267028809,1.42,249.529,6901.5,26515.992,6881.016372359705,20.4836276402948,20.485184978582375,6901.501557338288
2018-02-02,68478100.0,17.309999465942383,1.42,249.529,6760.29,26515.992,6684.563001312177,75.72699868782274,174.4071443178531,6858.97014563003
2018-02-03,68478100.0,17.309999465942383,1.42,249.529,6906.166,26515.992,6680.394689405292,225.77131059470776,174.4071443178531,6854.801833723145
2018-02-04,68478100.0,17.309999465942383,1.42,249.529,6906.166,26515.992,6684.44381714895,221.7221828510501,174.4071443178531,6858.850961466803
2018-02-05,105372200.0,37.31999969482422,1.42,249.529,6495.92,26515.992,5626.096870034726,869.8231299652743,869.8260551556839,6495.92292519041
2018-02-06,118537900.0,29.979999542236328,1.42,249.529,6665.98,26515.992,6066.523300155492,599.456699844508,599.4633871324814,6665.986687287973
2018-02-07,91028300.0,27.729999542236328,1.42,249.529,6582.02,26515.992,6163.39658438351,418.6234156164901,418.6257774075768,6582.022361791087
2018-02-08,94184800.0,33.459999084472656,1.42,249.529,6306.1,26515.992,5842.939854686544,463.16014531345627,463.14918889404885,6306.089043580593
2018-02-09,113836600.0,29.059999465942383,1.42,249.529,6412.68,26515.992,6097.460525668066,315.2194743319342,378.21419592287396,6475.67472159094
2018-02-10,113836600.0,29.059999465942383,1.42,249.529,6492.539999999999,26515.992,6084.91750303445,407.62249696554863,378.21419592287396,6463.131698957324
2018-02-11,113836600.0,29.059999465942383,1.42,249.529,6492.539999999999,26515.992,6080.739126640703,411.800873359296,378.21419592287396,6458.953322563577
2018-02-12,63050600.0,25.610000610351562,1.42,249.529,6523.85,26515.992,6262.545023927229,261.30497607277175,261.30545774847815,6523.850481675707
2018-02-13,31785600.0,24.969999313354492,1.42,249.529,6553.86,26515.992,6265.994577403387,287.8654225966129,287.86506276722986,6553.859640170616
2018-02-14,52107400.0,19.260000228881836,1.42,249.529,6675.03,26515.992,6603.533447580981,71.49655241901837,71.49252474509868,6675.02597232608
2018-02-15,51633900.0,19.1299991607666,1.42,249.529,6794.92,26515.992,6607.362073634307,187.55792636569277,187.55896151895504,6794.921035153262
2018-02-16,62256300.0,19.459999084472656,1.42,249.529,6770.66,26515.992,6576.149125318028,194.51087468197147,132.40178800689813,6708.550913324926
2018-02-17,62256300.0,19.459999084472656,1.42,249.529,6663.664,26515.992,6558.196428386269,105.4675716137308,132.40178800689813,6690.598216393167
2018-02-18,62256300.0,19.459999084472656,1.42,249.529,6663.664,26515.992,6549.306224451707,114.35777554829292,132.40178800689813,6681.708012458605
2018-02-19,62256300.0,19.459999084472656,1.42,249.529,6698.6175,26515.992,6583.347969886838,115.26953011316255,132.40178800689813,6715.7497578937355
2018-02-20,36785600.0,20.600000381469727,1.42,249.529,6779.69,26515.992,6487.974793656922,291.7152063430776,291.71735943264144,6779.692153089563
2018-02-21,41161800.0,20.020000457763672,1.42,249.529,6759.26,26515.992,6513.281551112462,245.97844888753843,245.9746449230183,6759.25619603548
2018-02-22,37074400.0,18.719999313354492,1.42,249.529,6761.85,26515.992,6578.473455295916,183.37654470408415,183.37541073296296,6761.8488660288795
2018-02-23,50096900.0,16.489999771118164,1.42,249.529,6896.6,26515.992,6695.101891003913,201.49810899608747,151.5239633320168,6846.62585433593
2018-02-24,50096900.0,16.489999771118164,1.42,249.529,6799.35,26515.992,6676.981643537467,122.36835646253348,151.5239633320168,6828.505606869484
2018-02-25,50096900.0,16.489999771118164,1.42,249.529,6799.35,26515.992,6668.646385620703,130.7036143792975,151.5239633320168,6820.17034895272
2018-02-26,39266700.0,15.800000190734863,1.42,249.529,6989.1,26515.992,6731.98364325814,257.1163567418607,257.1172194236391,6989.100862681778
2018-02-27,42209900.0,18.59000015258789,1.42,249.529,6900.35,26515.992,6574.067073371101,326.2829266288991,326.2847244645975,6900.351797835699
2018-02-28,42936300.0,19.850000381469727,1.42,249.529,6854.42,26515.992,6492.935101678956,361.48489832104406,361.4870360000047,6854.422137678961
2018-03-01,76809900.0,22.469999313354492,1.51,249.577,6750.54,26515.992,6384.8167051921955,365.72329480780445,365.7227173704308,6750.539422562626
2018-03-02,57445100.0,19.59000015258789,1.51,249.577,6811.04,26515.992,6508.144730972361,302.8952690276392,346.99489632741995,6855.139627299781
2018-03-03,57445100.0,19.59000015258789,1.51,249.577,6861.090000000001,26515.992,6494.022246002828,367.067753997173,346.99489632741995,6841.017142330248
2018-03-04,57445100.0,19.59000015258789,1.51,249.577,6861.090000000001,26515.992,6490.067208169272,371.02279183072915,346.99489632741995,6837.062104496692
2018-03-05,38540200.0,18.729999542236328,1.51,249.577,6881.28,26515.992,6559.342822432409,321.9371775675909,321.9360035099644,6881.278825942373
2018-03-06,29480900.0,18.360000610351562,1.51,249.577,6913.02,26515.992,6574.301136992062,338.7188630079381,338.7138982214943,6913.015035213557
2018-03-07,34609400.0,17.760000228881836,1.51,249.577,6929.39,26515.992,6609.189757651138,320.20024234886205,320.2020926051026,6929.391850256241
2018-03-08,25828400.0,16.540000915527344,1.51,249.577,6966.43,26515.992,6673.219309918545,293.21069008145514,293.2100173397286,6966.429327258274
2018-03-09,38310500.0,14.640000343322754,1.51,249.577,7101.18,26515.992,6779.32744149831,321.8525585016905,231.98202732837217,7011.309468826682
2018-03-10,38310500.0,14.640000343322754,1.51,249.577,6958.26,26515.992,6770.548663172047,187.71133682795335,231.98202732837217,7002.530690500419
2018-03-11,38310500.0,14.640000343322754,1.51,249.577,6958.26,26515.992,6771.876234862144,186.38376513785624,231.98202732837217,7003.858262190516
2018-03-12,37635000.0,15.779999732971191,1.51,249.577,7131.12,26515.992,6751.193642823686,379.926357176314,379.92603469572356,7131.119677519409
2018-03-13,55638900.0,16.350000381469727,1.51,249.577,7046.51,26515.992,6745.835143109532,300.6748568904686,300.67710573467343,7046.512248844205
2018-03-14,40536400.0,17.229999542236328,1.51,249.577,7040.98,26515.992,6679.694350682996,361.28564931700384,361.2867057539988,7040.981056436995
2018-03-15,28810400.0,16.59000015258789,1.51,249.577,7030.97,26515.992,6711.955693907798,319.0143060922019,318.9984064056628,7030.954100313461
2018-03-16,31176700.0,15.800000190734863,1.51,249.577,7019.95,26515.992,6748.154614127119,271.7953858728806,296.2582506815572,7044.412864808676
2018-03-17,31176700.0,15.800000190734863,1.51,249.577,7053.906,26515.992,6743.102738469376,310.8032615306238,296.2582506815572,7039.360989150933
2018-03-18,31176700.0,15.800000190734863,1.51,249.577,7053.906,26515.992,6747.727455218541,306.1785447814591,296.2582506815572,7043.985705900098
2018-03-19,71395100.0,19.020000457763672,1.51,249.577,6864.88,26515.992,6653.968240552788,210.9117594472118,210.91236763252226,6864.880608185311
2018-03-20,34075700.0,18.200000762939453,1.51,249.577,6885.92,26515.992,6672.285755643427,213.6342443565727,213.63901464470067,6885.9247702881285
2018-03-21,43863500.0,17.860000610351562,1.51,249.577,6853.45,26515.992,6703.754018904737,149.69598109526305,149.68607988589196,6853.440098790628
2018-03-22,66607300.0,23.34000015258789,1.51,249.577,6682.26,26515.992,6423.833336341986,258.42666365801415,258.4291781298551,6682.262514471841
2018-03-23,80110400.0,24.8700008392334,1.51,249.577,6508.09,26515.992,6339.869783767573,168.22021623242745,337.358604164927,6677.2283879325
2018-03-24,80110400.0,24.8700008392334,1.51,249.577,6758.92,26515.992,6334.920007625419,423.99999237458087,337.358604164927,6672.278611790346
2018-03-25,80110400.0,24.8700008392334,1.51,249.577,6758.92,26515.992,6339.066993044001,419.85300695599926,337.358604164927,6676.425597208928
2018-03-26,57481500.0,21.030000686645508,1.51,249.577,6753.83,26515.992,6581.601895681448,172.22810431855214,172.22853988450092,6753.830435565948
2018-03-27,78889100.0,22.5,1.51,249.577,6529.84,26515.992,6529.114007620142,0.7259923798583259,0.725706316059368,6529.839713936201
2018-03-28,89369700.0,22.8700008392334,1.51,249.577,6460.81,26515.992,6518.588682897089,-57.7786828970884,-57.77994689292523,6460.808736004164
2018-03-29,68692600.0,19.969999313354492,1.51,249.577,6581.13,26515.992,6669.123255308185,-87.99325530818533,-73.11465048133401,6596.008604826851
2018-03-30,68692600.0,19.969999313354492,1.51,249.577,6581.4025,26515.992,6655.222189093685,-73.81968909368516,-73.11465048133401,6582.107538612351
2018-03-31,68692600.0,19.969999313354492,1.51,249.577,6581.4025,26515.992,6646.6575930924255,-65.25509309242534,-73.11465048133401,6573.542942611091
2018-04-01,68692600.0,19.969999313354492,1.51,249.577,6581.4025,26515.992,6646.788560290879,-65.38606029087896,-73.11465048133401,6573.673909809545
2018-04-02,85549400.0,23.6200008392334,1.51,249.577,6390.84,26515.992,6498.531773735321,-107.69177373532057,-107.69100026946614,6390.840773465855
2018-04-03,64090000.0,21.100000381469727,1.51,249.577,6458.83,26515.992,6624.326658562321,-165.4966585623215,-165.49739456487387,6458.829263997448
2018-04-04,65768700.0,20.059999465942383,1.51,249.577,6560.06,26515.992,6680.216864559187,-120.15686455918694,-120.15538471101402,6560.061479848173
2018-04-05,43054900.0,18.940000534057617,1.51,249.577,6594.84,26515.992,6721.8692292618225,-127.02922926182237,-127.02583621019555,6594.843393051627
2018-04-06,59870900.0,21.489999771118164,1.51,249.577,6433.21,26515.992,6574.778973360923,-141.56897336092334,-94.47388116459723,6480.305092196326
2018-04-07,59870900.0,21.489999771118164,1.51,249.577,6487.5560000000005,26515.992,6561.007287483632,-73.45128748363186,-94.47388116459723,6466.533406319035
2018-04-08,59870900.0,21.489999771118164,1.51,249.577,6487.5560000000005,26515.992,6555.958863371681,-68.40286337168072,-94.47388116459723,6461.484982207084
2018-04-09,41810400.0,21.770000457763672,1.51,249.577,6472.34,26515.992,6558.4830107140415,-86.14301071404134,-86.14348617057365,6472.339524543468
2018-04-10,48296800.0,20.469999313354492,1.51,249.577,6615.87,26515.992,6638.980120853717,-23.11012085371749,-23.109869124286686,6615.8702517294305
2018-04-11,41622100.0,20.239999771118164,1.51,249.577,6583.44,26515.992,6635.11619090721,-51.676190907210184,-51.67374564928257,6583.442445257927
2018-04-12,30467900.0,18.489999771118164,1.51,249.577,6656.26,26515.992,6720.437873270332,-64.17787327033147,-64.17661704954017,6656.261256220791
2018-04-13,44604900.0,17.40999984741211,1.51,249.577,6628.34,26515.992,6773.765110613669,-145.42511061366895,-155.64563713932517,6618.119473474344
2018-04-14,44604900.0,17.40999984741211,1.51,249.577,6591.25,26515.992,6756.2205395170695,-164.97053951706948,-155.64563713932517,6600.574902377744
2018-04-15,44604900.0,17.40999984741211,1.51,249.577,6591.25,26515.992,6747.793796591454,-156.54379659145434,-155.64563713932517,6592.148159452129
2018-04-16,28180800.0,16.559999465942383,1.51,249.577,6675.18,26515.992,6813.629408378854,-138.44940837885406,-138.4355681635787,6675.1938402152755
2018-04-17,35536100.0,15.25,1.51,249.577,6816.37,26515.992,6893.094965520343,-76.72496552034318,-76.73504123135972,6816.359924288983
2018-04-18,29573900.0,15.600000381469727,1.51,249.577,6833.21,26515.992,6854.7852528069325,-21.57525280693244,-21.566990071687524,6833.218262735245
2018-04-19,34705700.0,15.960000038146973,1.51,249.577,6774.89,26515.992,6835.664679511372,-60.77467951137169,-60.7867637112547,6774.877915800117
2018-04-20,49197100.0,16.8799991607666,1.51,249.577,6667.75,26515.992,6774.567029332131,-106.81702933213091,-35.19139212684436,6739.375637205287
2018-04-21,49197100.0,16.8799991607666,1.51,249.577,6753.4800000000005,26515.992,6756.913832134582,-3.43383213458128,-35.19139212684436,6721.7224400077375
2018-04-22,49197100.0,16.8799991607666,1.51,249.577,6753.4800000000005,26515.992,6748.799241624741,4.680758375259757,-35.19139212684436,6713.6078494978965
2018-04-23,33040600.0,16.34000015258789,1.51,249.577,6648.8,26515.992,6797.915003019989,-149.11500301998876,-149.11772847638838,6648.797274543601
2018-04-24,70256800.0,18.020000457763672,1.51,249.577,6509.05,26515.992,6738.987702291598,-229.93770229159782,-229.9359991248675,6509.0517031667305
2018-04-25,52089300.0,17.84000015258789,1.51,249.577,6513.94,26515.992,6719.551029045249,-205.61102904524978,-205.60789337302697,6513.9431356722225
2018-04-26,43005500.0,16.239999771118164,1.51,249.577,6649.65,26515.992,6798.5709183691915,-148.9209183691919,-148.91566486225932,6649.655253506932
2018-04-27,51043400.0,15.40999984741211,1.51,249.577,6656.35,26515.992,6832.018168312479,-175.66816831247888,-203.34798411854314,6628.670184193936
2018-04-28,51043400.0,15.40999984741211,1.51,249.577,6595.558,26515.992,6815.930397919425,-220.37239791942466,-203.34798411854314,6612.582413800881
2018-04-29,51043400.0,15.40999984741211,1.51,249.577,6595.558,26515.992,6809.55827378131,-214.00027378131017,-203.34798411854314,6606.210289662767
2018-04-30,35615300.0,15.930000305175781,1.51,249.577,6605.57,26515.992,6800.769284928734,-195.19928492873441,-195.18461514542923,6605.584669783305
2018-05-01,36513500.0,15.489999771118164,1.7,250.792,6681.96,26515.992,6898.499328043672,-216.53932804367196,-216.5395273084303,6681.9598007352415
2018-05-02,38646800.0,15.970000267028809,1.7,250.792,6644.48,26515.992,6864.728241589342,-220.2482415893428,-220.25055681530628,6644.477684774036
2018-05-03,60337100.0,15.899999618530273,1.7,250.792,6643.48,26515.992,6890.756569526865,-247.2765695268654,-247.27888875976265,6643.477680767102
2018-05-04,41543200.0,14.770000457763672,1.7,250.792,6769.12,26515.992,6915.330270230221,-146.21027023022089,-202.32479458437268,6713.0054756458485
2018-05-05,41543200.0,14.770000457763672,1.7,250.792,6668.9220000000005,26515.992,6901.404314351031,-232.48231435103025,-202.32479458437268,6699.079519766658
2018-05-06,41543200.0,14.770000457763672,1.7,250.792,6668.9220000000005,26515.992,6897.201892601386,-228.27989260138565,-202.32479458437268,6694.877098017014
2018-05-07,32500200.0,14.75,1.7,250.792,6821.87,26515.992,6928.135715941474,-106.2657159414739,-106.259748668683,6821.875967272791
2018-05-08,26040200.0,14.710000038146973,1.7,250.792,6815.48,26515.992,6925.802974388951,-110.32297438895148,-110.32746415762205,6815.475510231329
2018-05-09,29122700.0,13.420000076293945,1.7,250.792,6893.21,26515.992,6996.340671273312,-103.13067127331215,-103.1335493091535,6893.207121964158
2018-05-10,27067600.0,13.229999542236328,1.7,250.792,6963.55,26515.992,7006.540967947648,-42.99096794764773,-42.98541282787275,6963.555555119775
2018-05-11,24688800.0,12.649999618530273,1.7,250.792,6952.56,26515.992,7019.206249605924,-66.64624960592391,-100.49987684071333,6918.706372765211
2018-05-12,24688800.0,12.649999618530273,1.7,250.792,6889.334,26515.992,7007.63506510409,-118.30106510409041,-100.49987684071333,6907.135188263377
2018-05-13,24688800.0,12.649999618530273,1.7,250.792,6889.334,26515.992,7005.880359824656,-116.54635982465607,-100.49987684071333,6905.380482983943
2018-05-14,21821700.0,12.930000305175781,1.7,250.792,6964.37,26515.992,7028.7215361023755,-64.35153610237558,-64.35092100041238,6964.370615101963
2018-05-15,49361600.0,14.630000114440918,1.7,250.792,6888.54,26515.992,6965.373747108217,-76.83374710821681,-76.8308208825071,6888.542926225709
2018-05-16,22941200.0,13.420000076293945,1.7,250.792,6929.97,26515.992,7003.244466063896,-73.27446606389549,-73.26854649764809,6929.975919566247
